Accession,PLOT_ID,PLOT_ID2,Ratio..None.All....IMU,Brace.Root.Whorls.in.the.Soil,Flexural.Rigidity..EI....IMU,num_whorls,w1,w2,w3,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm,cat
Tx303,1397,2,0.9449287,2,6.349239144,1,7,0,0,49.54603652,210,1.217427659,6.591950347,0.321687389,2.642077956,2.687261346,PP
Tx303,1397,2,0.42589391,1,8.29059062,1,9,0,0,35.7810255,251,1.508592713,6.653609886,0.358067868,3.493948869,2.572508588,PP
Tx303,1397,2,0.52007874,1,7.717064051,1,10,0,0,24.29157738,242,2.688913626,12.30274596,0.646242912,10.63700912,4.806916168,PP
Oh43,1399,3,0.50198869,2,15.13984727,1,9,0,0,43.18472175,189,1.798447396,10.16629951,0.410201322,4.512751272,4.183926058,PP
Oh43,1399,3,0.54806507,2,14.51682868,1,7,0,0,23.35567842,195,2.195655375,10.94278038,0.411607,10.207625,4.3735625,PP
Oh43,1399,3,0.62105401,2,10.32874038,1,10,0,0,33.57355091,195,1.787260431,10.63023186,0.738318546,6.706983688,4.421485715,PP
Oh43,1399,3,0.55547967,2,12.68371362,1,9,0,0,45.54923454,209,1.546604364,12.27842883,0.491469464,4.646351384,5.365912236,PP
NC350,1400,2,0.57769796,2,5.901313525,1,19,0,0,25.04501094,215,1.999621627,8.970741335,0.2304555,7.386745099,3.485559855,PP
NC350,1400,2,0.52428569,2,5.150458922,1,16,0,0,23.99073058,192,1.924687736,9.1820857,0.271847473,8.130179384,3.628698982,PP
NC350,1400,2,0.39688635,2,7.793297545,1,20,0,0,28.53017847,201,2.31719928,10.91920624,0.484143613,7.768554958,4.301003482,PP
NC350,1400,2,0.56896161,2,8.136436875,1,15,0,0,29.77829473,197,2.438916537,10.83047633,0.407325208,7.416934775,4.195779896,PP
NC350,1400,2,0.68415446,2,9.019088088,1,18,0,0,26.88398802,222,2.233990714,9.913640063,0.309070466,7.529160754,3.839824676,PP
NC350,1400,2,0.76457576,2,8.504437725,1,16,0,0,37.79266818,212,2.071579662,11.109573,0.380895374,5.558513892,4.518996671,PP
LH211,1401,2,0.19117391,3,9.72198729,1,10,0,0,29.61915487,266,1.669317507,12.58390471,0.428525093,9.430448873,5.4572936,PP
LH211,1401,2,0.77227781,2,8.499021751,1,12,0,0,34.79058747,262,1.943750895,9.795424702,0.591620842,5.714988959,3.925836904,PP
LH211,1401,2,0.72516493,3,9.436644246,1,13,0,0,33.14072554,274,2.247443234,12.94893218,0.533411656,8.191175599,5.350744476,PP
LH211,1401,2,0.50443653,2,12.14003614,1,9,0,0,49.08793422,281,1.224409009,9.61683579,0.450164584,3.988083799,4.196213392,PP
LH211,1401,2,0.4821388,3,9.83778215,1,11,0,0,30.59823694,269,1.796561421,11.50069872,0.687723993,8.188530185,4.852068652,PP
LH211,1401,2,0.61711884,2,16.35401981,1,12,0,0,33.2640169,289,1.485287289,12.13481815,0.765498503,8.092022815,5.324765432,PP
LH211,1401,2,0.61355714,3,6.739902648,1,11,0,0,29.50173349,258,2.818786849,16.33189814,0.772217608,12.41356759,6.756555645,PP
LH211,1401,2,0.61062983,2,13.13032049,1,14,0,0,22.5862635,254,1.898466056,8.775938349,0.807248259,8.222722147,3.438736148,PP
LH211,1401,2,0.49317888,3,12.78995831,1,10,0,0,44.453189,268,1.967218811,14.59223979,0.324424331,6.40205048,6.312510489,PP
LH211,1401,2,0.55641975,2,10.90225107,1,14,0,0,25.73187118,281,1.83805147,10.11843456,0.48802061,8.541336102,4.140191544,PP
LH211,1401,2,0.76562297,2,11.86884118,1,13,0,0,45.20525059,272,1.477402041,9.700246513,0.553574186,4.100224341,4.111422236,PP
Oh43,1402,4,0.64540769,2,4.676119359,1,7,0,0,32.44707079,200,1.67656465,8.241749028,0.547880869,5.558981173,3.282592188,PP
Oh43,1402,4,0.7433045,2,7.439726997,1,7,0,0,22.09379257,174,2.181818801,9.514620488,0.472909057,9.00008791,3.666400843,PP
Oh43,1402,4,0.58548481,2,12.56971279,1,8,0,0,32.45132056,202,2.098863397,10.00550634,0.675309601,6.207558104,3.953321474,PP
Oh43,1402,4,0.6558146,2,10.97681181,1,15,0,0,47.42631608,212,1.483781891,4.641723221,0.794061452,5.86334166,1.578970666,PP
Oh43,1402,4,0.68313977,2,9.204682632,1,16,0,0,27.11923203,192,1.48440124,9.542131731,0.451935221,8.016676843,4.028865247,PP
Oh43,1402,4,0.65084049,2,15.11499419,1,8,0,0,39.17960064,186,2.182778665,11.2985924,0.357529844,5.568392093,4.55790687,PP
LH123Ht,1403,2,0.30513943,3,4.436278073,1,9,0,0,35.85371267,263,1.597604608,11.32654069,0.354242089,6.696581343,4.864468045,PP
LH123Ht,1403,2,0.29486199,2,4.551513167,1,13,0,0,31.77216881,254,1.582146988,10.85310504,0.563454975,7.350434886,4.635479025,PP
LH123Ht,1403,2,0.46734885,2,7.175601267,1,9,0,0,65.61463306,255,1.862760163,5.905807561,0.727313322,0.408012711,2.0215237,PP
LH123Ht,1403,2,0.35820059,2,5.481914084,1,13,0,0,33.67453708,256,1.63195001,10.20074565,0.584876191,5.958561334,4.284397822,PP
LH123Ht,1403,2,0.44035597,2,7.130917101,1,13,0,0,40.92896783,242,1.262941109,9.793242489,0.501095086,4.84717837,4.26515069,PP
LH123Ht,1403,2,0.63752484,2,4.953743967,1,10,0,0,32.31565402,261,1.558942836,13.16112908,0.552728901,9.082275455,5.801093121,PP
LH123Ht,1403,2,0.32965555,2,6.367734128,1,14,0,0,38.08436416,240,1.593021206,11.12794928,0.409718363,5.808721077,4.76746404,PP
LH123Ht,1403,2,0.43651036,2,8.366814702,1,10,0,0,45.97507407,264,2.216802534,17.09191085,0.804473838,7.129125586,7.437554157,PP
LH123Ht,1403,2,0.55440779,2,6.736738692,1,15,0,0,34.58405101,270,1.778851545,8.518798878,0.688628243,4.78172354,3.369973668,PP
NC262,1404,2,0.53419468,2,5.135299344,1,13,0,0,45.28845438,137,2.190712329,7.853648509,0.410670585,2.817128026,2.831468091,PP
NC262,1404,2,0.51055474,3,23.91992793,1,17,0,0,30.88070625,171,2.382889448,8.67960181,0.536426451,5.504140354,3.148356181,PP
NC262,1404,2,0.70425139,3,17.32644648,1,16,0,0,41.4242251,167,2.213191454,7.789345338,0.408388224,4.122666022,2.788076942,PP
NC262,1404,2,0.49106832,3,12.01786271,1,19,0,0,26.30084313,142,2.222873873,8.167474521,0.427273269,5.959079196,2.972300324,PP
NC262,1404,2,0.42529152,2,14.71200467,1,12,0,0,58.83563471,152,2.244537766,9.778833036,0.516201631,2.218867132,3.767147636,PP
NC262,1404,2,0.61574552,2,13.04031396,1,9,0,0,52.89431378,182,1.994788086,9.306926177,0.443329934,2.719331927,3.656069045,PP
